AREANM,AREACD,Year,GDHI,UK_Average,Diff_from_UK_Avg,Pct_of_UK_Avg,Income_Category
Devon CC,UKK43,2012,17292,17083.49720670391,208.5027932960911,101.22049244819891,Medium
Isle of Anglesey,UKL11,2012,15346,17083.49720670391,-1737.497206703909,89.82938220622601,Medium
Gwynedd,UKL12,2012,13988,17083.49720670391,-3095.497206703909,81.88019016686366,Low
Conwy and Denbighshire,UKL13,2012,15704,17083.49720670391,-1379.497206703909,91.92497186019637,Medium
South West Wales,UKL14,2012,14932,17083.49720670391,-2151.497206703909,87.40599081867371,Low
Central Valleys,UKL15,2012,13346,17083.49720670391,-3737.497206703909,78.12217743544197,Low
Gwent Valleys,UKL16,2012,13377,17083.49720670391,-3706.497206703909,78.30363910938912,Low
Bridgend and Neath Port Talbot,UKL17,2012,14189,17083.49720670391,-2894.497206703909,83.05676424632745,Low
Swansea,UKL18,2012,14121,17083.49720670391,-2962.497206703909,82.65871928412079,Low
Monmouthshire and Newport,UKL21,2012,16039,17083.49720670391,-1044.497206703909,93.88592865930269,Medium
Cardiff and Vale of Glamorgan,UKL22,2012,15450,17083.49720670391,-1633.497206703909,90.43815685430678,Medium
Flintshire and Wrexham,UKL23,2012,15304,17083.49720670391,-1779.497206703909,89.58353090603956,Medium
Powys,UKL24,2012,15791,17083.49720670391,-1292.497206703909,92.43423526772547,Medium
Aberdeen City and Aberdeenshire,UKM50,2012,20391,17083.49720670391,3307.502793296091,119.36080624052879,High
Caithness & Sutherland and Ross & Cromarty,UKM61,2012,17051,17083.49720670391,-32.49720670390889,99.80977427331942,Medium
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2012,16443,17083.49720670391,-640.4972067039089,96.25078402300107,Medium
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2012,16219,17083.49720670391,-864.4972067039089,94.93957708867326,Medium
Na h-Eileanan Siar (Western Isles),UKM64,2012,14566,17083.49720670391,-2517.497206703909,85.26357234562025,Low
Orkney Islands,UKM65,2012,17688,17083.49720670391,604.5027932960911,103.53851899281415,Medium
Shetland Islands,UKM66,2012,17423,17083.49720670391,339.5027932960911,101.98731436068525,Medium
Angus and Dundee City,UKM71,2012,15186,17083.49720670391,-1897.497206703909,88.8928058245633,Medium
Clackmannanshire and Fife,UKM72,2012,15436,17083.49720670391,-1647.497206703909,90.3562064209113,Medium
East Lothian and Midlothian,UKM73,2012,17981,17083.49720670391,897.5027932960911,105.25362449173402,Medium
"Edinburgh, City of",UKM75,2012,20133,17083.49720670391,3049.502793296091,117.85057682509765,High
Falkirk,UKM76,2012,15383,17083.49720670391,-1700.497206703909,90.04596549448553,Medium
Perth & Kinross and Stirling,UKM77,2012,18476,17083.49720670391,1392.502793296091,108.15115767250305,High
West Lothian,UKM78,2012,15264,17083.49720670391,-1819.497206703909,89.34938681062388,Medium
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2012,17365,17083.49720670391,281.5027932960911,101.64780542233251,Medium
Glasgow City,UKM82,2012,14429,17083.49720670391,-2654.497206703909,84.46162881882154,Low
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2012,16647,17083.49720670391,-436.4972067039089,97.44491890962105,Medium
North Lanarkshire,UKM84,2012,14323,17083.49720670391,-2760.497206703909,83.84114696596998,Low
Scottish Borders,UKM91,2012,16847,17083.49720670391,-236.4972067039089,98.61563938669946,Medium
Dumfries & Galloway,UKM92,2012,15885,17083.49720670391,-1198.497206703909,92.98447389195232,Medium
East Ayrshire and North Ayrshire mainland,UKM93,2012,14544,17083.49720670391,-2539.497206703909,85.13479309314161,Low
South Ayrshire,UKM94,2012,17225,17083.49720670391,141.5027932960911,100.82830108837764,Medium
South Lanarkshire,UKM95,2012,16226,17083.49720670391,-857.4972067039089,94.980552305371,Medium
Belfast,UKN06,2012,14347,17083.49720670391,-2736.497206703909,83.98163342321938,Low
"Armagh City, Banbridge and Craigavon",UKN07,2012,13866,17083.49720670391,-3217.497206703909,81.16605067584582,Low
"Newry, Mourne and Down",UKN08,2012,13808,17083.49720670391,-3275.497206703909,80.82654173749309,Low
Ards and North Down,UKN09,2012,15415,17083.49720670391,-1668.497206703909,90.23328077081807,Medium
Derry City and Strabane,UKN10,2012,13030,17083.49720670391,-4053.497206703909,76.27243908165808,Low
Mid Ulster,UKN11,2012,12916,17083.49720670391,-4167.497206703909,75.60512840972339,Low
Causeway Coast and Glens,UKN12,2012,13225,17083.49720670391,-3858.497206703909,77.41389154680954,Low
Antrim and Newtownabbey,UKN13,2012,15156,17083.49720670391,-1927.497206703909,88.71719775300153,Medium
Lisburn and Castlereagh,UKN14,2012,15471,17083.49720670391,-1612.497206703909,90.56108250440002,Medium
Mid and East Antrim,UKN15,2012,15048,17083.49720670391,-2035.497206703909,88.0850086953792,Medium
Fermanagh and Omagh,UKN16,2012,13158,17083.49720670391,-3925.497206703909,77.02170018698826,Low
Hartlepool and Stockton-on-Tees,UKC11,2013,14752,17619.86592178771,-2867.8659217877102,83.72367908746983,Low
South Teesside,UKC12,2013,14124,17619.86592178771,-3495.8659217877102,80.15952029768329,Low
Darlington,UKC13,2013,14729,17619.86592178771,-2890.8659217877102,83.59314460949993,Low
Durham CC,UKC14,2013,14430,17619.86592178771,-3189.8659217877102,81.89619639589138,Low
Northumberland,UKC21,2013,17681,17619.86592178771,61.13407821228975,100.34696108633095,Medium
Tyneside,UKC22,2013,14542,17619.86592178771,-3077.8659217877102,82.53184254948388,Low
Sunderland,UKC23,2013,14111,17619.86592178771,-3508.8659217877102,80.08573994056987,Low
West Cumbria,UKD11,2013,16114,17619.86592178771,-1505.8659217877102,91.45359034812152,Medium
East Cumbria,UKD12,2013,18623,17619.86592178771,1003.1340782122898,105.69319927101076,High
Manchester,UKD33,2013,12258,17619.86592178771,-5361.86592178771,69.56920134586532,Low
Greater Manchester South West,UKD34,2013,17395,17619.86592178771,-224.86592178771025,98.72379322983579,Medium
Greater Manchester South East,UKD35,2013,16209,17619.86592178771,-1410.8659217877102,91.99275449625803,Medium
Greater Manchester North West,UKD36,2013,15060,17619.86592178771,-2559.8659217877102,85.47170600984921,Medium
Greater Manchester North East,UKD37,2013,14492,17619.86592178771,-3127.8659217877102,82.24807194520152,Low
Blackburn with Darwen,UKD41,2013,11722,17619.86592178771,-5897.86592178771,66.52718046795833,Low
Blackpool,UKD42,2013,13681,17619.86592178771,-3938.8659217877102,77.64531274374151,Low
Lancaster and Wyre,UKD44,2013,15499,17619.86592178771,-2120.8659217877102,87.9632119154484,Medium
Mid Lancashire,UKD45,2013,16805,17619.86592178771,-814.8659217877102,95.37530009930386,Medium
East Lancashire,UKD46,2013,14063,17619.86592178771,-3556.8659217877102,79.8133201604588,Low
Chorley and West Lancashire,UKD47,2013,16863,17619.86592178771,-756.8659217877102,95.7044740002714,Medium
Warrington,UKD61,2013,17269,17619.86592178771,-350.86592178771025,98.00869130704423,Medium
Cheshire East,UKD62,2013,20306,17619.86592178771,2686.1340782122898,115.24491781115525,High
Cheshire West and Chester,UKD63,2013,18730,17619.86592178771,1110.1340782122898,106.30046836417502,High
East Merseyside,UKD71,2013,14432,17619.86592178771,-3187.8659217877102,81.90754722006267,Low
Liverpool,UKD72,2013,13723,17619.86592178771,-3896.8659217877102,77.8836800513387,Low
Sefton,UKD73,2013,17014,17619.86592178771,-605.8659217877102,96.56146122520414,Medium
Wirral,UKD74,2013,16684,17619.86592178771,-935.8659217877102,94.68857523694052,Medium
"Kingston upon Hull, City of",UKE11,2013,12264,17619.86592178771,-5355.86592178771,69.6032538183792,Low
East Riding of Yorkshire,UKE12,2013,16901,17619.86592178771,-718.8659217877102,95.920139659526,Medium
North and North East Lincolnshire,UKE13,2013,14230,17619.86592178771,-3389.8659217877102,80.76111397876191,Low
York,UKE21,2013,16760,17619.86592178771,-859.8659217877102,95.11990655544972,Medium
North Yorkshire CC,UKE22,2013,19150,17619.86592178771,1530.1340782122898,108.6841414401469,High
"Barnsley, Doncaster and Rotherham",UKE31,2013,14471,17619.86592178771,-3148.8659217877102,82.12888829140293,Low
Sheffield,UKE32,2013,13911,17619.86592178771,-3708.8659217877102,78.9506575234404,Low
Bradford,UKE41,2013,13331,17619.86592178771,-4288.86592178771,75.65891851376493,Low
Leeds,UKE42,2013,15693,17619.86592178771,-1926.8659217877102,89.064241860064,Medium
Calderdale and Kirklees,UKE44,2013,14905,17619.86592178771,-2714.8659217877102,84.59201713657387,Low
Wakefield,UKE45,2013,14876,17619.86592178771,-2743.8659217877102,84.4274301860901,Low
Derby,UKF11,2013,13792,17619.86592178771,-3827.8659217877102,78.27528348524837,Low
East Derbyshire,UKF12,2013,14401,17619.86592178771,-3218.8659217877102,81.7316094454076,Low
South and West Derbyshire,UKF13,2013,17270,17619.86592178771,-349.86592178771025,98.01436671912988,Medium
Nottingham,UKF14,2013,11679,17619.86592178771,-5940.86592178771,66.2831377482755,Low
North Nottinghamshire,UKF15,2013,14934,17619.86592178771,-2685.8659217877102,84.75660408705765,Low
South Nottinghamshire,UKF16,2013,17965,17619.86592178771,345.13407821228975,101.95877811865479,Medium
Leicester,UKF21,2013,11863,17619.86592178771,-5756.86592178771,67.32741357203462,Low
Leicestershire CC and Rutland,UKF22,2013,17274,17619.86592178771,-345.86592178771025,98.03706836747247,Medium
West Northamptonshire,UKF24,2013,18248,17619.86592178771,628.1340782122898,103.564919738893,High
North Northamptonshire,UKF25,2013,16891,17619.86592178771,-728.8659217877102,95.86338553866953,Medium
Lincolnshire,UKF30,2013,16154,17619.86592178771,-1465.8659217877102,91.68060683154742,Medium
"Herefordshire, County of",UKG11,2013,17900,17619.86592178771,280.13407821228975,101.58987633308772,Medium
Worcestershire,UKG12,2013,17895,17619.86592178771,275.13407821228975,101.56149927265947,Medium
Warwickshire,UKG13,2013,18981,17619.86592178771,1361.1340782122898,107.72499679767252,High
Telford and Wrekin,UKG21,2013,14913,17619.86592178771,-2706.8659217877102,84.63742043325905,Low
Shropshire CC,UKG22,2013,17298,17619.86592178771,-321.86592178771025,98.17327825752801,Medium
Stoke-on-Trent,UKG23,2013,13120,17619.86592178771,-4499.86592178771,74.46140656369334,Low
Staffordshire CC,UKG24,2013,16535,17619.86592178771,-1084.8659217877102,93.84293883617907,Medium
Birmingham,UKG31,2013,13064,17619.86592178771,-4555.86592178771,74.14358348689709,Low
Solihull,UKG32,2013,19869,17619.86592178771,2249.1340782122898,112.76476272972735,High
Coventry,UKG33,2013,13741,17619.86592178771,-3878.8659217877102,77.98583746888035,Low
Dudley,UKG36,2013,14629,17619.86592178771,-2990.8659217877102,83.0256034009352,Low
Sandwell,UKG37,2013,12145,17619.86592178771,-5474.86592178771,68.92787978018717,Low
Walsall,UKG38,2013,13053,17619.86592178771,-4566.86592178771,74.08115395395497,Low
Wolverhampton,UKG39,2013,13034,17619.86592178771,-4585.86592178771,73.97332112432767,Low
Peterborough,UKH11,2013,15262,17619.86592178771,-2357.8659217877102,86.61813925114998,Medium
Cambridgeshire CC,UKH12,2013,19086,17619.86592178771,1466.1340782122898,108.32091506666548,High
Suffolk,UKH14,2013,17190,17619.86592178771,-429.86592178771025,97.56033375227808,Medium
Norwich and East Norfolk,UKH15,2013,16036,17619.86592178771,-1583.8659217877102,91.01090820544103,Medium
North and West Norfolk,UKH16,2013,16551,17619.86592178771,-1068.8659217877102,93.93374542954942,Medium
Breckland and South Norfolk,UKH17,2013,16264,17619.86592178771,-1355.8659217877102,92.30490216096864,Medium
Luton,UKH21,2013,13592,17619.86592178771,-4027.8659217877102,77.1402010681189,Low
Hertfordshire,UKH23,2013,22184,17619.86592178771,4564.13407821229,125.903341708001,Very High
Bedford,UKH24,2013,17898,17619.86592178771,278.13407821228975,101.57852550891641,Medium
Central Bedfordshire,UKH25,2013,19209,17619.86592178771,1589.1340782122898,109.0189907532001,High
Southend-on-Sea,UKH31,2013,17196,17619.86592178771,-423.86592178771025,97.59438622479198,Medium
Thurrock,UKH32,2013,15886,17619.86592178771,-1733.8659217877102,90.15959639259393,Medium
Essex Haven Gateway,UKH34,2013,17262,17619.86592178771,-357.86592178771025,97.9689634224447,Medium
West Essex,UKH35,2013,20838,17619.86592178771,3218.1340782122898,118.26423704071965,High
Heart of Essex,UKH36,2013,20707,17619.86592178771,3087.1340782122898,117.52075805749985,High
Essex Thames Gateway,UKH37,2013,18026,17619.86592178771,406.13407821228975,102.30497825587928,High
Camden and City of London,UKI31,2013,41751,17619.86592178771,24131.13407821229,236.95412998786284,Very High
Westminster,UKI32,2013,46400,17619.86592178771,28780.13407821229,263.33912077403744,Very High
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2013,52377,17619.86592178771,34757.134078212286,297.26105880995163,Very High
Wandsworth,UKI34,2013,32557,17619.86592178771,14937.13407821229,184.77439127242104,Very High
Hackney and Newham,UKI41,2013,16920,17619.86592178771,-699.8659217877102,96.0279724891533,Medium
Tower Hamlets,UKI42,2013,21469,17619.86592178771,3849.1340782122898,121.84542206676315,High
Haringey and Islington,UKI43,2013,26091,17619.86592178771,8471.13407821229,148.07717672662523,Very High
Lewisham and Southwark,UKI44,2013,20253,17619.86592178771,2633.1340782122898,114.94412097061596,High
Lambeth,UKI45,2013,21608,17619.86592178771,3988.1340782122898,122.63430434666812,High
Bexley and Greenwich,UKI51,2013,19527,17619.86592178771,1907.1340782122898,110.82377179643596,High
Barking & Dagenham and Havering,UKI52,2013,17739,17619.86592178771,119.13407821228975,100.67613498729848,Medium
Redbridge and Waltham Forest,UKI53,2013,18680,17619.86592178771,1060.1340782122898,106.01669775989264,High
Enfield,UKI54,2013,18893,17619.86592178771,1273.1340782122898,107.22556053413554,High
Bromley,UKI61,2013,24387,17619.86592178771,6767.13407821229,138.40627453268212,Very High
Croydon,UKI62,2013,19421,17619.86592178771,1801.1340782122898,110.22217811535735,High
"Merton, Kingston upon Thames and Sutton",UKI63,2013,24018,17619.86592178771,6398.13407821229,136.31204747307825,Very High
Barnet,UKI71,2013,23785,17619.86592178771,6165.13407821229,134.9896764571224,Very High
Brent,UKI72,2013,20837,17619.86592178771,3217.1340782122898,118.258561628634,High
Ealing,UKI73,2013,22785,17619.86592178771,5165.13407821229,129.31426437147508,Very High
Harrow and Hillingdon,UKI74,2013,21175,17619.86592178771,3555.1340782122898,120.17685091358281,High
Hounslow and Richmond upon Thames,UKI75,2013,27382,17619.86592178771,9762.13407821229,155.40413372919596,Very High
Berkshire,UKJ11,2013,21499,17619.86592178771,3879.1340782122898,122.01568442933255,High
Milton Keynes,UKJ12,2013,17724,17619.86592178771,104.13407821228975,100.59100380601377,Medium
Buckinghamshire CC,UKJ13,2013,24270,17619.86592178771,6650.13407821229,137.74225131866137,Very High
Oxfordshire,UKJ14,2013,21006,17619.86592178771,3386.1340782122898,119.21770627110841,High
Brighton and Hove,UKJ21,2013,18905,17619.86592178771,1285.1340782122898,107.29366547916331,High
East Sussex CC,UKJ22,2013,19614,17619.86592178771,1994.1340782122898,111.31753264788729,High
West Surrey,UKJ25,2013,26321,17619.86592178771,8701.13407821229,149.3825215063241,Very High
East Surrey,UKJ26,2013,25559,17619.86592178771,7939.13407821229,145.05785749706084,Very High
West Sussex (South West),UKJ27,2013,19651,17619.86592178771,2031.1340782122898,111.52752289505624,High
West Sussex (North East),UKJ28,2013,21714,17619.86592178771,4094.1340782122898,123.23589802774673,High
Portsmouth,UKJ31,2013,13861,17619.86592178771,-3758.8659217877102,78.66688691915803,Low
Southampton,UKJ32,2013,14230,17619.86592178771,-3389.8659217877102,80.76111397876191,Low
Isle of Wight,UKJ34,2013,16516,17619.86592178771,-1103.8659217877102,93.73510600655177,Medium
South Hampshire,UKJ35,2013,18737,17619.86592178771,1117.1340782122898,106.34019624877456,High
Central Hampshire,UKJ36,2013,22176,17619.86592178771,4556.13407821229,125.8579384113158,Very High
North Hampshire,UKJ37,2013,21274,17619.86592178771,3654.1340782122898,120.7387167100619,High
Medway,UKJ41,2013,16407,17619.86592178771,-1212.8659217877102,93.11648608921621,Medium
Kent Thames Gateway,UKJ43,2013,17175,17619.86592178771,-444.86592178771025,97.47520257099337,Medium
East Kent,UKJ44,2013,16680,17619.86592178771,-939.8659217877102,94.66587358859793,Medium
Mid Kent,UKJ45,2013,19382,17619.86592178771,1762.1340782122898,110.00083704401709,High
West Kent,UKJ46,2013,23546,17619.86592178771,5926.13407821229,133.6332529686527,Very High
"Bristol, City of",UKK11,2013,16223,17619.86592178771,-1396.8659217877102,92.07221026545709,Medium
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2013,18961,17619.86592178771,1341.1340782122898,107.61148855595957,High
Gloucestershire,UKK13,2013,19100,17619.86592178771,1480.1340782122898,108.40037083586454,High
Swindon,UKK14,2013,16948,17619.86592178771,-671.8659217877102,96.18688402755143,Medium
Wiltshire CC,UKK15,2013,19051,17619.86592178771,1431.1340782122898,108.12227564366783,High
Bournemouth and Poole,UKK21,2013,17789,17619.86592178771,169.13407821228975,100.95990559158085,Medium
Dorset CC,UKK22,2013,19372,17619.86592178771,1752.1340782122898,109.94408292316062,High
Somerset,UKK23,2013,17611,17619.86592178771,-8.86592178771025,99.94968224033562,Medium
Cornwall and Isles of Scilly,UKK30,2013,16132,17619.86592178771,-1487.8659217877102,91.55574776566318,Medium
Plymouth,UKK41,2013,14665,17619.86592178771,-2954.8659217877102,83.2299182360185,Low
Torbay,UKK42,2013,16095,17619.86592178771,-1524.8659217877102,91.34575751849422,Medium
Devon CC,UKK43,2013,17804,17619.86592178771,184.13407821228975,101.04503677286556,Medium
Isle of Anglesey,UKL11,2013,15696,17619.86592178771,-1923.8659217877102,89.08126809632093,Medium
Gwynedd,UKL12,2013,14217,17619.86592178771,-3402.8659217877102,80.68733362164849,Low
Conwy and Denbighshire,UKL13,2013,15823,17619.86592178771,-1796.8659217877102,89.80204543119815,Medium
South West Wales,UKL14,2013,15079,17619.86592178771,-2540.8659217877102,85.57953883947651,Medium
Central Valleys,UKL15,2013,13578,17619.86592178771,-4041.8659217877102,77.06074529891983,Low
Gwent Valleys,UKL16,2013,13627,17619.86592178771,-3992.8659217877102,77.33884049111654,Low
Bridgend and Neath Port Talbot,UKL17,2013,14550,17619.86592178771,-3069.8659217877102,82.57724584616906,Low
Swansea,UKL18,2013,14169,17619.86592178771,-3450.8659217877102,80.41491384153741,Low
Monmouthshire and Newport,UKL21,2013,16003,17619.86592178771,-1616.8659217877102,90.82361960661467,Medium
Cardiff and Vale of Glamorgan,UKL22,2013,15531,17619.86592178771,-2088.8659217877102,88.14482510218912,Medium
Flintshire and Wrexham,UKL23,2013,15664,17619.86592178771,-1955.8659217877102,88.89965490958022,Medium
Powys,UKL24,2013,15952,17619.86592178771,-1667.8659217877102,90.53417359024665,Medium
Aberdeen City and Aberdeenshire,UKM50,2013,21466,17619.86592178771,3846.1340782122898,121.8283958305062,High
Caithness & Sutherland and Ross & Cromarty,UKM61,2013,17730,17619.86592178771,110.13407821228975,100.62505627852767,Medium
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2013,16956,17619.86592178771,-663.8659217877102,96.23228732423661,Medium
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2013,16377,17619.86592178771,-1242.8659217877102,92.94622372664678,Medium
Na h-Eileanan Siar (Western Isles),UKM64,2013,14787,17619.86592178771,-2832.8659217877102,83.92231851046749,Low
Orkney Islands,UKM65,2013,17934,17619.86592178771,314.13407821228975,101.78284034399971,Medium
Shetland Islands,UKM66,2013,18093,17619.86592178771,473.13407821228975,102.68523086561765,High
Angus and Dundee City,UKM71,2013,15858,17619.86592178771,-1761.8659217877102,90.00068485419581,Medium
Clackmannanshire and Fife,UKM72,2013,16018,17619.86592178771,-1601.8659217877102,90.90875078789938,Medium
East Lothian and Midlothian,UKM73,2013,18857,17619.86592178771,1237.1340782122898,107.02124569905223,High
"Edinburgh, City of",UKM75,2013,20329,17619.86592178771,2709.1340782122898,115.37545228912514,High
Falkirk,UKM76,2013,15690,17619.86592178771,-1929.8659217877102,89.04721562380705,Medium
Perth & Kinross and Stirling,UKM77,2013,18884,17619.86592178771,1264.1340782122898,107.17448182536471,High
West Lothian,UKM78,2013,15715,17619.86592178771,-1904.8659217877102,89.18910092594824,Medium
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2013,17558,17619.86592178771,-61.86592178771025,99.64888539979631,Medium
Glasgow City,UKM82,2013,14597,17619.86592178771,-3022.8659217877102,82.84399021419449,Low
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2013,17255,17619.86592178771,-364.86592178771025,97.92923553784516,Medium
North Lanarkshire,UKM84,2013,14730,17619.86592178771,-2889.8659217877102,83.59882002158558,Low
Scottish Borders,UKM91,2013,17549,17619.86592178771,-70.86592178771025,99.5978066910255,Medium
Dumfries & Galloway,UKM92,2013,16256,17619.86592178771,-1363.8659217877102,92.25949886428346,Medium
East Ayrshire and North Ayrshire mainland,UKM93,2013,15199,17619.86592178771,-2420.8659217877102,86.2605882897542,Medium
South Ayrshire,UKM94,2013,17645,17619.86592178771,25.13407821228975,100.14264625124763,Medium
South Lanarkshire,UKM95,2013,16466,17619.86592178771,-1153.8659217877102,93.4513354022694,Medium
Belfast,UKN06,2013,14779,17619.86592178771,-2840.8659217877102,83.87691521378231,Low
"Armagh City, Banbridge and Craigavon",UKN07,2013,14493,17619.86592178771,-3126.8659217877102,82.25374735728717,Low
"Newry, Mourne and Down",UKN08,2013,14214,17619.86592178771,-3405.8659217877102,80.67030738539155,Low
Ards and North Down,UKN09,2013,16008,17619.86592178771,-1611.8659217877102,90.85199666704291,Medium
Derry City and Strabane,UKN10,2013,13380,17619.86592178771,-4239.86592178771,75.93701370596165,Low
Mid Ulster,UKN11,2013,13325,17619.86592178771,-4294.86592178771,75.62486604125105,Low
Causeway Coast and Glens,UKN12,2013,13606,17619.86592178771,-4013.8659217877102,77.21965683731796,Low
Antrim and Newtownabbey,UKN13,2013,15647,17619.86592178771,-1972.8659217877102,88.80317290412421,Medium
Lisburn and Castlereagh,UKN14,2013,16103,17619.86592178771,-1516.8659217877102,91.3911608151794,Medium
Mid and East Antrim,UKN15,2013,15543,17619.86592178771,-2076.8659217877102,88.21293004721689,Medium
Fermanagh and Omagh,UKN16,2013,13329,17619.86592178771,-4290.86592178771,75.64756768959364,Low
Hartlepool and Stockton-on-Tees,UKC11,2014,15121,18013.424581005587,-2892.4245810055872,83.94295005928228,Medium
South Teesside,UKC12,2014,14601,18013.424581005587,-3412.4245810055872,81.05621412708027,Low
Darlington,UKC13,2014,14856,18013.424581005587,-3157.4245810055872,82.4718250169101,Low
Durham CC,UKC14,2014,14718,18013.424581005587,-3295.4245810055872,81.70572971182573,Low
Northumberland,UKC21,2014,17842,18013.424581005587,-171.42458100558724,99.0483509660548,Medium
Tyneside,UKC22,2014,14759,18013.424581005587,-3254.4245810055872,81.93333773724935,Low
Sunderland,UKC23,2014,14111,18013.424581005587,-3902.4245810055872,78.33602065250528,Low
West Cumbria,UKD11,2014,16411,18013.424581005587,-1602.4245810055872,91.104275737245,Medium
East Cumbria,UKD12,2014,18997,18013.424581005587,983.5754189944128,105.46023558469584,High
Manchester,UKD33,2014,12514,18013.424581005587,-5499.424581005587,69.47041049149253,Low
Greater Manchester South West,UKD34,2014,17624,18013.424581005587,-389.42458100558724,97.83814244063164,Medium
Greater Manchester South East,UKD35,2014,16647,18013.424581005587,-1366.4245810055872,92.41440973724438,Medium
Greater Manchester North West,UKD36,2014,15174,18013.424581005587,-2839.4245810055872,84.23717506775674,Medium
Greater Manchester North East,UKD37,2014,14826,18013.424581005587,-3187.4245810055872,82.30528255928307,Low
Blackburn with Darwen,UKD41,2014,12074,18013.424581005587,-5939.424581005587,67.02778777962928,Low
Blackpool,UKD42,2014,13986,18013.424581005587,-4027.4245810055872,77.64209374572594,Low
Lancaster and Wyre,UKD44,2014,15778,18013.424581005587,-2235.4245810055872,87.59022988131446,Medium
Mid Lancashire,UKD45,2014,17195,18013.424581005587,-818.4245810055872,95.45658529656498,Medium
East Lancashire,UKD46,2014,14152,18013.424581005587,-3861.4245810055872,78.5636286779289,Low
Chorley and West Lancashire,UKD47,2014,17249,18013.424581005587,-764.4245810055872,95.75636172029365,Medium
Warrington,UKD61,2014,17760,18013.424581005587,-253.42458100558724,98.59313491520756,Medium
Cheshire East,UKD62,2014,20899,18013.424581005587,2885.5754189944128,116.01902739825016,High
Cheshire West and Chester,UKD63,2014,19064,18013.424581005587,1050.5754189944128,105.83218040672955,High
East Merseyside,UKD71,2014,14605,18013.424581005587,-3408.4245810055872,81.0784197880972,Low
Liverpool,UKD72,2014,14049,18013.424581005587,-3964.4245810055872,77.99183290674273,Low
Sefton,UKD73,2014,16958,18013.424581005587,-1055.4245810055872,94.14089988131136,Medium
Wirral,UKD74,2014,16948,18013.424581005587,-1065.4245810055872,94.08538572876901,Medium
"Kingston upon Hull, City of",UKE11,2014,12605,18013.424581005587,-5408.424581005587,69.97558927962788,Low
East Riding of Yorkshire,UKE12,2014,17167,18013.424581005587,-846.4245810055872,95.30114566944641,Medium
North and North East Lincolnshire,UKE13,2014,14421,18013.424581005587,-3592.4245810055872,80.05695938131802,Low
York,UKE21,2014,17307,18013.424581005587,-706.4245810055872,96.07834380503925,Medium
North Yorkshire CC,UKE22,2014,19238,18013.424581005587,1224.5754189944128,106.79812666096637,High
"Barnsley, Doncaster and Rotherham",UKE31,2014,14875,18013.424581005587,-3138.4245810055872,82.57730190674056,Low
Sheffield,UKE32,2014,14362,18013.424581005587,-3651.4245810055872,79.72942588131818,Low
Bradford,UKE41,2014,13666,18013.424581005587,-4347.424581005587,75.86564086437086,Low
Leeds,UKE42,2014,15923,18013.424581005587,-2090.4245810055872,88.39518509317848,Medium
Calderdale and Kirklees,UKE44,2014,15181,18013.424581005587,-2832.4245810055872,84.27603497453637,Medium
Wakefield,UKE45,2014,15107,18013.424581005587,-2906.4245810055872,83.865230245723,Medium
Derby,UKF11,2014,14331,18013.424581005587,-3682.4245810055872,79.55733200843692,Low
East Derbyshire,UKF12,2014,14649,18013.424581005587,-3364.4245810055872,81.32268205928352,Low
South and West Derbyshire,UKF13,2014,17456,18013.424581005587,-557.4245810055872,96.90550467792022,Medium
Nottingham,UKF14,2014,11911,18013.424581005587,-6102.424581005587,66.12290709318903,Low
North Nottinghamshire,UKF15,2014,15348,18013.424581005587,-2665.4245810055872,85.20312132199356,Medium
South Nottinghamshire,UKF16,2014,18391,18013.424581005587,377.57541899441276,102.09607794062963,High
Leicester,UKF21,2014,12049,18013.424581005587,-5964.424581005587,66.8890023982734,Low
Leicestershire CC and Rutland,UKF22,2014,17628,18013.424581005587,-385.42458100558724,97.86034810164857,Medium
West Northamptonshire,UKF24,2014,18709,18013.424581005587,695.5754189944128,103.86142799147623,High
North Northamptonshire,UKF25,2014,17263,18013.424581005587,-750.4245810055872,95.83408153385294,Medium
Lincolnshire,UKF30,2014,16495,18013.424581005587,-1518.4245810055872,91.57059461860071,Medium
"Herefordshire, County of",UKG11,2014,17978,18013.424581005587,-35.42458100558724,99.80334344063071,Medium
Worcestershire,UKG12,2014,18412,18013.424581005587,398.57541899441276,102.21265766096856,High
Warwickshire,UKG13,2014,19634,18013.424581005587,1620.5754189944128,108.99648710164331,High
Telford and Wrekin,UKG21,2014,15192,18013.424581005587,-2821.4245810055872,84.33710054233295,Medium
Shropshire CC,UKG22,2014,17602,18013.424581005587,-411.42458100558724,97.71601130503848,Medium
Stoke-on-Trent,UKG23,2014,13283,18013.424581005587,-4730.424581005587,73.73944882199899,Low
Staffordshire CC,UKG24,2014,16924,18013.424581005587,-1089.4245810055872,93.95215176266738,Medium
